motif_id	gene_id	TF_description	motif_family	ath_gene_id	ath_alias
M00731	Solyc02g021680.3	WRKY transcription factor 35	WRKY	AT1G30650	AR411
M00731	Solyc02g071130.4	WRKY transcription factor 71	WRKY	AT4G18170	ATWRKY28
M00731	Solyc02g072190.4	WRKY transcription factor 79	WRKY	AT1G29280	ATWRKY65
M00731	Solyc02g093050.3	WRKY transcription factor 8	WRKY	AT4G24240	ATWRKY7
M00731	Solyc03g007640.1	WRKY transcription factor 68	WRKY	AT5G52830	ATWRKY27
M00731	Solyc04g050210.1	WRKY transcription factor 69	WRKY	AT5G52830	ATWRKY27
M00731	Solyc04g078550.3	WRKY transcription factor 7	WRKY	AT4G24240	ATWRKY7
M00731	Solyc05g012500.3	WRKY transcription factor 57	WRKY	AT1G69310	ATWRKY57
M00731	Solyc05g045710.3	WRKY transcription factor 65	WRKY	AT5G52830	ATWRKY27
M00731	Solyc05g045800.1	WRKY transcription factor 67	WRKY	AT5G52830	ATWRKY27
M00731	Solyc05g045880.1	WRKY transcription factor 66	WRKY	AT5G52830	ATWRKY27
M00731	Solyc05g050040.3	WRKY transcription factor 62	WRKY	AT5G52830	ATWRKY27
M00731	Solyc05g050050.1	WRKY transcription factor 63	WRKY	AT5G52830	ATWRKY27
M00731	Solyc05g050060.1	WRKY transcription factor 64	WRKY	AT5G52830	ATWRKY27
M00731	Solyc05g053380.4	WRKY transcription factor 48	WRKY	AT5G49520	ATWRKY48
M00731	Solyc06g008610.3	WRKY transcription factor 21	WRKY	AT2G30590	WRKY21
M00731	Solyc07g055280.4	WRKY transcription factor 78	WRKY	AT1G29280	ATWRKY65
M00731	Solyc07g056280.3	WRKY transcription factor 30	WRKY	AT1G29860	ATWRKY71
M00731	Solyc08g006320.4	WRKY transcription factor 11	WRKY	AT4G31550	ATWRKY11
M00731	Solyc08g081610.4	WRKY family transcription factor (AHRD V3.3 *** A0A178V2E9_ARATH)	WRKY	AT4G23550	ATWRKY29
M00731	Solyc09g010960.3	WRKY transcription factor 49	WRKY	AT5G43290	ATWRKY49
M00731	Solyc09g066010.3	WRKY transcription factor 24	WRKY	AT2G30590	WRKY21
M00731	Solyc10g007970.2	WRKY transcription factor 77	WRKY	AT1G29280	ATWRKY65
M00731	Solyc10g011910.4	WRKY transcription factor 25	WRKY	AT4G01250	AtWRKY22
M00731	Solyc12g011200.3	WRKY transcription factor 28	WRKY	AT4G18170	ATWRKY28
M00731	Solyc12g096350.2	WRKY transcription factor 10	WRKY	AT4G31550	ATWRKY11
M00732	Solyc01g104550.3	WRKY transcription factor 9	Sox,WRKY	AT1G68150	ATWRKY9
M00732	Solyc01g104550.3	WRKY transcription factor 9	WRKY	AT1G68150	ATWRKY9
M00732	Solyc02g032950.3	WRKY transcription factor 16	Sox,WRKY	AT1G62300	ATWRKY6
M00732	Solyc02g032950.3	WRKY transcription factor 16	WRKY	AT1G62300	ATWRKY6
M00732	Solyc02g067430.3	WRKY transcription factor 72	Sox,WRKY	AT5G15130	ATWRKY72
M00732	Solyc02g067430.3	WRKY transcription factor 72	WRKY	AT5G15130	ATWRKY72
M00732	Solyc02g080890.3	WRKY transcription factor 6	Sox,WRKY	AT1G62300	ATWRKY6
M00732	Solyc02g080890.3	WRKY transcription factor 6	WRKY	AT1G62300	ATWRKY6
M00732	Solyc03g113120.4	WRKY transcription factor 73	Sox,WRKY	AT5G15130	ATWRKY72
M00732	Solyc03g113120.4	WRKY transcription factor 73	WRKY	AT5G15130	ATWRKY72
M00732	Solyc05g007110.2	WRKY transcription factor 76	Sox,WRKY	AT1G18860	ATWRKY61
M00732	Solyc05g007110.2	WRKY transcription factor 76	WRKY	AT1G18860	ATWRKY61
M00732	Solyc06g068460.3	WRKY transcription factor 40	Sox,WRKY	AT1G80840	ATWRKY40
M00732	Solyc06g068460.3	WRKY transcription factor 40	WRKY	AT1G80840	ATWRKY40
M00732	Solyc06g070990.3	WRKY transcription factor 74	Sox,WRKY	AT1G18860	ATWRKY61
M00732	Solyc06g070990.3	WRKY transcription factor 74	WRKY	AT1G18860	ATWRKY61
M00732	Solyc07g051840.4	WRKY transcription factor 17	Sox,WRKY	AT1G62300	ATWRKY6
M00732	Solyc07g051840.4	WRKY transcription factor 17	WRKY	AT1G62300	ATWRKY6
M00840	Solyc01g009440.3	Dehydration-responsive element-binding protein 1B (AHRD V3.3 *** A0A2G2XQ55_CAPBA)	AP2	AT4G25490	ATCBF1
M00840	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25480	ATCBF3
M00840	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25490	ATCBF1
M00840	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25470	ATCBF2
M00840	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25490	ATCBF1
M00840	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25480	ATCBF3
M00840	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25470	ATCBF2
M00840	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25470	ATCBF2
M00840	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25480	ATCBF3
M00840	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25490	ATCBF1
M00840	Solyc08g007820.1	Dehydration-responsive element-binding protein 1E (AHRD V3.3 *** A0A2G2W337_CAPBA)	AP2	AT5G51990	CBF4
M00840	Solyc08g007830.1	Dehydration-responsive element-binding protein 1E (AHRD V3.3 *** A0A1U8FGE9_CAPAN)	AP2	AT1G12610	DDF1
M00841	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M00841	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M00841	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M00841	Solyc03g118190.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3CZ32_CAPCH)	AP2	AT5G61890	AT5G61890
M00841	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M00841	Solyc04g051360.3	Ethylene Response Factor D.1	AP2	AT5G64750	ABR1
M00841	Solyc04g071770.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GDL3_CAPAN)	AP2	AT5G50080	ERF110
M00841	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M00841	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M00841	Solyc12g042210.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3B398_CAPCH)	AP2	AT5G61890	AT5G61890
M00841	Solyc12g056590.2	Ethylene Response Factor D.2	AP2	AT5G50080	ERF110
M00842	Solyc06g054630.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2WJA8_CAPBA)	AP2	AT1G19210	AT1G19210
M00842	Solyc12g009240.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G3BP26_CAPCH)	AP2	AT1G19210	AT1G19210
M00843	Solyc03g120840.3	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2WP67_CAPBA)	AP2	AT5G11590	TINY2
M00843	Solyc06g066540.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2XMU8_CAPBA)	AP2	AT5G11590	TINY2
M00843	Solyc08g066660.1	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2W633_CAPBA)	AP2	AT5G11590	TINY2
M00843	Solyc12g008350.3	dehydration responsive element binding protein 2	AP2	AT5G11590	TINY2
M00843	Solyc12g044390.3	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G3BNS6_CAPCH)	AP2	AT5G11590	TINY2
M00844	Solyc04g078640.3	Ethylene-responsive transcription factor RAP2-1 (AHRD V3.3 *** A0A1U8GBU2_CAPAN)	AP2	AT5G67190	DEAR2
M00845	Solyc02g064960.3	APETALA2b	AP2	AT4G36920	AP2
M00845	Solyc02g093150.3	APETALA2c	AP2	AT4G36920	AP2
M00845	Solyc03g044300.3	APETALA2a	AP2	AT4G36920	AP2
M00845	Solyc06g075510.4	APETALA2e	AP2	AT4G36920	AP2
M00845	Solyc10g084340.2	AP2-like ethylene-responsive transcription factor (AHRD V3.3 *** A0A220QTH6_9SOLA)	AP2	AT4G36920	AP2
M00845	Solyc11g072600.3	APETALA2d	AP2	AT4G36920	AP2
M00847	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M00847	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M00847	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M00847	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M00847	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M00847	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M00847	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M00847	Solyc03g005500.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT1G04370	ATERF14
M00847	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M00847	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M00847	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M00847	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M00847	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M00847	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M00847	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M00847	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M00847	Solyc12g049560.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2ZB67_CAPAN)	AP2	AT3G14230	RAP2.2
M00848	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M00848	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M00848	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M00848	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M00848	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M00848	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M00848	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M00848	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M00848	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M00848	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M00848	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M00848	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M00848	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M00848	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M00848	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M00848	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M00848	Solyc03g118190.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3CZ32_CAPCH)	AP2	AT5G61890	AT5G61890
M00848	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M00848	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M00848	Solyc05g050790.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G2WT19_CAPBA)	AP2	AT2G44840	ATERF13
M00848	Solyc05g052030.1	ethylene response factor 4	AP2	AT5G07580	AT5G07580
M00848	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M00848	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M00848	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M00848	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M00848	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M00848	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M00848	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M00848	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M00848	Solyc08g078180.1	Ethylene Response Factor A.1	AP2	AT4G17500	ATERF-1
M00848	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M00848	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M00848	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M00848	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M00848	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M00848	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M00848	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M00848	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M00848	Solyc12g042210.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3B398_CAPCH)	AP2	AT5G61890	AT5G61890
M00849	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M00849	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M00849	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M00849	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M00849	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M00849	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M00849	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M00849	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M00849	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M00849	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M00849	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M00849	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M00849	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M00849	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M00849	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M00849	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M00849	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M00849	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M00849	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M00849	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M00849	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M00849	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M00849	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M00849	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M00850	Solyc04g078640.3	Ethylene-responsive transcription factor RAP2-1 (AHRD V3.3 *** A0A1U8GBU2_CAPAN)	AP2	AT5G67190	DEAR2
M00852	Solyc02g077560.3	auxin response factor 3	B3	AT2G33860	ARF3
M00852	Solyc03g118300.1	Unknown protein	B3		
M00852	Solyc03g118290.3	auxin response factor 2A	B3	AT5G62000	ARF1-BP
M00852	Solyc11g069190.2	auxin response factor 4	B3	AT5G60450	ARF4
M00852	Solyc12g006350.3	Auxin response factor (AHRD V3.3 *-* E0AD21_SOLLC)	B3	AT1G30330	ARF6
M00852	Solyc12g042070.3	Auxin Response Factor 2B	B3	AT5G62000	ARF1-BP
M00854	Solyc01g090790.4	bHLH transcription factor	bHLH	AT4G00050	UNE10
M00854	Solyc01g102300.3	bHLH transcription factor 006	bHLH	AT1G09530	PAP3
M00854	Solyc02g093280.2	bHLH transcription factor 017	bHLH	AT4G36930	SPT
M00854	Solyc03g115540.2	bHLH transcription factor 024	bHLH	AT4G00050	UNE10
M00854	Solyc04g078690.3	bHLH transcription factor 035	bHLH	AT4G36930	SPT
M00854	Solyc06g008030.3	bHLH transcription factor 041	bHLH	AT2G20180	PIF1
M00854	Solyc06g069600.3	bHLH transcription factor 047	bHLH	AT4G00050	UNE10
M00854	Solyc07g005400.3	bHLH transcription factor 050	bHLH	AT2G24260	LRL1
M00854	Solyc07g043580.4	bHLH transcription factor 052	bHLH	AT3G59060	PIF5
M00854	Solyc09g063010.4	bHLH transcription factor 058	bHLH	AT2G20180	PIF1
M00854	Solyc12g010170.2	bHLH transcription factor 070	bHLH	AT2G24260	LRL1
M00856	Solyc01g008730.3	BZIP transcription factor (AHRD V3.3 *** E9N3N2_9POAL)	bZIP	AT5G06950	AHBP-1B
M00856	Solyc05g009660.4	Transcription factor PERIANTHIA (AHRD V3.3 *** A0A2G2YC86_CAPAN)	bZIP	AT1G68640	PAN
M00856	Solyc06g074320.3	Transcription factor TGA2 (AHRD V3.3 *** A0A2G3CAK2_CAPCH)	bZIP	AT1G08320	bZIP21
M00856	Solyc11g064950.3	BZIP transcription factor (AHRD V3.3 *** B8A1K4_MAIZE)	bZIP	AT5G06950	AHBP-1B
M00858	Solyc05g054650.1	Zinc finger protein (AHRD V3.3 *** A0A200PZ96_9MAGN)	C2H2 ZF	AT2G37430	ZAT11
M00858	Solyc05g054660.2	Zinc finger protein (AHRD V3.3 *** A0A200PZ96_9MAGN)	C2H2 ZF	AT2G28200	AT2G28200
M00858	Solyc06g075780.3	Zinc finger protein (AHRD V3.3 *** A0A200PZ96_9MAGN)	C2H2 ZF	AT2G37430	ZAT11
M00858	Solyc11g073060.3	Zinc finger, C2H2 (AHRD V3.3 *** A0A2U1KDM0_ARTAN)	C2H2 ZF	AT2G28710	AT2G28710
M00860	Solyc05g054650.1	Zinc finger protein (AHRD V3.3 *** A0A200PZ96_9MAGN)	C2H2 ZF	AT2G37430	ZAT11
M00860	Solyc05g054660.2	Zinc finger protein (AHRD V3.3 *** A0A200PZ96_9MAGN)	C2H2 ZF	AT2G28200	AT2G28200
M00860	Solyc06g075780.3	Zinc finger protein (AHRD V3.3 *** A0A200PZ96_9MAGN)	C2H2 ZF	AT2G37430	ZAT11
M00860	Solyc11g073060.3	Zinc finger, C2H2 (AHRD V3.3 *** A0A2U1KDM0_ARTAN)	C2H2 ZF	AT2G28710	AT2G28710
M00860	Solyc12g088390.1	Zinc-finger protein (AHRD V3.3 *** Q40899_PETHY)	C2H2 ZF	AT1G27730	STZ
M00861	Solyc01g107170.2	Zinc finger protein (AHRD V3.3 *** A0T3Q5_SOLTU)	C2H2 ZF	AT1G27730	STZ
M00861	Solyc12g088390.1	Zinc-finger protein (AHRD V3.3 *** Q40899_PETHY)	C2H2 ZF	AT1G27730	STZ
M00862	Solyc01g096120.3	Dof zinc finger protein1	Dof	AT3G61850	DAG1
M00862	Solyc02g065290.1	Dof zinc finger protein2	Dof	AT3G50410	OBP1
M00862	Solyc02g067230.3	Dof zinc finger protein3	Dof	AT5G39660	CDF2
M00862	Solyc02g076850.2	Dof zinc finger protein4	Dof	AT2G34140	AT2G34140
M00862	Solyc02g077950.3	Dof zinc finger protein5	Dof	AT1G28310	AT1G28310
M00862	Solyc02g077960.3	Dof zinc finger protein PBF (AHRD V3.3 *** A0A2G3A8C7_CAPAN)	Dof	AT5G60200	TMO6
M00862	Solyc02g078620.1	Dof zinc finger protein DOF5.3 (AHRD V3.3 *** A0A2G3D6D4_CAPCH)	Dof	AT5G60200	TMO6
M00862	Solyc02g088070.3	Dof zinc finger protein (AHRD V3.3 *** A0A2K3PAB0_TRIPR)	Dof	AT5G39660	CDF2
M00862	Solyc02g090220.3	Dof zinc finger protein PBF (AHRD V3.3 *** A0A2G3D8X0_CAPCH)	Dof	AT3G50410	OBP1
M00862	Solyc02g090310.1	Dof zinc finger protein (AHRD V3.3 *** A0A2K3LFN5_TRIPR)	Dof	AT3G21270	ADOF2
M00862	Solyc03g082840.3	Dof zinc finger protein (AHRD V3.3 *** A0A068PXR9_TOBAC)	Dof	AT3G61850	DAG1
M00862	Solyc03g112930.3	Dof zinc finger protein (AHRD V3.3 *** A0A2K3NDY2_TRIPR)	Dof	AT5G62940	DOF5.6
M00862	Solyc03g115940.4	Dof zinc finger protein (AHRD V3.3 *** A0A2K3MQ38_TRIPR)	Dof	AT3G47500	CDF3
M00862	Solyc03g121400.1	Dof zinc finger protein14	Dof	AT3G21270	ADOF2
M00862	Solyc04g070960.3	Dof zinc finger protein DOF1.2 (AHRD V3.3 *** A0A2G2XV69_CAPAN)	Dof	AT3G52440	AT3G52440
M00862	Solyc04g079570.1	Dof zinc finger protein (AHRD V3.3 *-* A0A2K3NXA1_TRIPR)	Dof	AT3G50410	OBP1
M00862	Solyc05g007880.4	cyclic dof factor 2-like (AHRD V3.3 *** A0A2I4E3P6_9ROSI)	Dof	AT5G62430	CDF1
M00862	Solyc05g054510.2	Dof zinc finger protein (AHRD V3.3 *-* A0A2K3NE75_TRIPR)	Dof	AT3G55370	OBP3
M00862	Solyc06g005130.3	Dof zinc finger protein (AHRD V3.3 *** A0A2K3LIE4_TRIPR)	Dof	AT2G28510	AT2G28510
M00862	Solyc06g062520.1	Dof zinc finger protein (AHRD V3.3 *-* A0A2K3L897_TRIPR)	Dof	AT1G51700	ADOF1
M00862	Solyc06g069760.3	Dof zinc finger protein (AHRD V3.3 *** A0A2K3MQ38_TRIPR)	Dof	AT3G47500	CDF3
M00862	Solyc06g071480.3	Dof zinc finger protein PBF (AHRD V3.3 *** A0A2G2WM24_CAPBA)	Dof	AT5G62940	DOF5.6
M00862	Solyc06g075370.3	Dof zinc finger protein (AHRD V3.3 *** A0A2K3LIE4_TRIPR)	Dof	AT5G60200	TMO6
M00862	Solyc06g076030.3	Dof zinc finger protein DOF2.2 (AHRD V3.3 *** A0A2G3CBK8_CAPCH)	Dof	AT3G55370	OBP3
M00862	Solyc08g082910.2	Dof zinc finger protein (AHRD V3.3 *** A0A068PXR9_TOBAC)	Dof	AT4G24060	AT4G24060
M00862	Solyc09g010680.3	Dof zinc finger protein DOF3.6 (AHRD V3.3 *** A0A2G3BK09_CAPCH)	Dof	AT5G02460	AT5G02460
M00862	Solyc10g009360.4	Dof zinc finger protein (AHRD V3.3 *** A0A2K3M0E2_TRIPR)	Dof	AT3G61850	DAG1
M00862	Solyc10g086440.2	Dof zinc finger protein DOF3.6 (AHRD V3.3 *** A0A2G3BF96_CAPCH)	Dof	AT5G02460	AT5G02460
M00862	Solyc11g010940.2	Dof zinc finger protein (AHRD V3.3 *** A0A2K3P763_TRIPR)	Dof	AT5G65590	SCAP1
M00862	Solyc11g066050.1	Dof zinc finger protein DOF2.4 (AHRD V3.3 *** A0A2G2VP28_CAPBA)	Dof	AT5G02460	AT5G02460
M00862	Solyc11g072500.2	Dof zinc finger protein (AHRD V3.3 *** A0A2K3LIE4_TRIPR)	Dof	AT5G60200	TMO6
M00863	Solyc01g090760.4	GATA transcription factor (AHRD V3.3 *** K4AZ17_SOLLC)	GATA	AT3G60530	GATA4
M00863	Solyc01g110310.3	GATA transcription factor (AHRD V3.3 *** K4B3P4_SOLLC)	GATA	AT5G66320	GATA5
M00863	Solyc02g084590.4	GATA transcription factor (AHRD V3.3 *** K4BAX4_SOLLC)	GATA	AT5G66320	GATA5
M00863	Solyc03g033660.4	GATA transcription factor (AHRD V3.3 *** K4BFN8_SOLLC)	GATA	AT5G66320	GATA5
M00863	Solyc03g120890.3	GATA transcription factor (AHRD V3.3 *** K4BMN8_SOLLC)	GATA	AT5G25830	GATA12
M00863	Solyc05g053500.4	GATA transcription factor (AHRD V3.3 *** G7K6G0_MEDTR)	GATA	AT3G24050	GATA1
M00863	Solyc05g056120.3	GATA transcription factor (AHRD V3.3 *** K4C2T6_SOLLC)	GATA	AT3G54810	BME3
